timestamp,open,high,low,close,volume,SMA_50,EMA_20,RSI,MACD,MACD_signal
2024-04-15 05:45:00,65252.8,65512.2,65235.66,65466.74,462.25854,64821.464400000004,65122.90815363197,57.5357450267789,63.55524801801948,72.52624492267051
2024-04-15 06:00:00,65466.73,65695.13,65355.45,65624.31,473.09319,64856.4648,65170.66071042893,66.26360624704208,96.94656927057804,77.41030979225202
2024-04-15 06:15:00,65624.31,66382.98,65598.51,66339.51,1142.15327,64905.8834,65281.97969038808,75.73617321822891,179.05604809500073,97.73945745280176
2024-04-15 06:30:00,66339.51,66500.0,66142.08,66324.12,1183.09565,64947.211,65381.23114844636,74.48594629445688,240.1186192754467,126.21528981733076
2024-04-15 06:45:00,66324.12,66558.78,66080.09,66463.63,1195.28673,64989.816,65484.31675335623,75.6872431400225,296.3522733994396,160.24268653375253
2024-04-15 07:00:00,66463.63,66582.84,66213.41,66308.69,527.59157,65025.8866,65562.82849113182,69.97324143523208,324.6728596971516,193.12872116643234
2024-04-15 07:15:00,66308.68,66538.71,66220.11,66464.41,756.84985,65067.22140000001,65648.69339673831,77.21009437833403,355.5834858882736,225.6196741108006
2024-04-15 07:30:00,66464.42,66510.01,66308.36,66317.29,566.07054,65111.6242,65712.36926371562,84.08453095953064,364.01291112760373,253.29832151416124
2024-04-15 07:45:00,66317.28,66400.75,66151.41,66263.84,578.58702,65156.8098,65764.8902862189,80.86017083792807,362.205048723903,275.07966695610963
2024-04-15 08:00:00,66263.84,66450.53,66064.48,66086.78,472.35048,65193.276999999995,65795.54644943615,75.94978932584252,342.5364950033545,288.5710325655586
2024-04-15 08:15:00,66086.77,66294.7,66069.99,66185.7,404.63814,65233.6186,65832.70393044224,76.93266203041053,331.11416379777074,297.079658812001
2024-04-15 08:30:00,66185.7,66457.88,66184.75,66367.95,524.59432,65280.24300000001,65883.6797465906,78.15273469583019,332.9301246617979,304.2497519819604
2024-04-15 08:45:00,66367.96,66386.22,66167.64,66287.21,223.15317,65323.578799999996,65922.11119929625,74.15819933576675,324.1180128069682,308.22340414696197
2024-04-15 09:00:00,66287.22,66300.0,66119.12,66257.97,293.46219,65366.4672,65954.09775174424,71.65322441664081,311.18774838729587,308.8162729950288
2024-04-15 09:15:00,66257.97,66867.07,66242.85,66644.51,655.64741,65422.510200000004,66019.85129919717,73.61538307300536,328.3459999287152,312.7222183817661
2024-04-15 09:30:00,66644.5,66757.0,66512.0,66712.14,553.38119,65482.84079999999,66085.78355641649,72.62814565817006,343.4422254961828,318.8662198046494
2024-04-15 09:45:00,66712.14,66785.83,66546.33,66578.39,615.23904,65541.7998,66132.6984558054,56.55449826040201,340.68636546503694,323.2302489367269
2024-04-15 10:00:00,66578.39,66646.18,66450.68,66545.24,308.54634,65603.4948,66171.98812668107,56.008630340974804,332.0003057202266,324.98426029342687
2024-04-15 10:15:00,66545.25,66579.2,66378.03,66477.0,467.41114,65659.39180000001,66201.03687652097,50.3779505300352,315.96786226524273,323.18098068779005
2024-04-15 10:30:00,66477.0,66523.69,66400.55,66506.76,162.32844,65690.85740000001,66230.15336447136,56.02560280365282,302.1800748031965,318.98079951087135
2024-04-15 10:45:00,66506.77,66578.49,66445.79,66465.56,239.35266,65714.0346,66252.57304404552,50.03760504888638,284.6474199562508,312.1141235999473
2024-04-15 11:00:00,66465.57,66720.64,66191.48,66250.04,515.96161,65736.429,66252.33180175547,47.89508278819366,250.4746855894773,299.7862359978533
2024-04-15 11:15:00,66250.05,66317.05,66100.15,66196.65,401.54615,65753.756,66247.02877301685,47.89688178841726,216.58773204755562,283.14653520779376
2024-04-15 11:30:00,66196.66,66217.0,65840.8,65999.99,414.82432,65766.84220000001,66223.50127082477,47.31630993388966,171.88191110105254,260.8936103864455
2024-04-15 11:45:00,65999.99,66095.75,65807.25,65860.12,343.21134,65773.4042,66188.89353074622,40.1811887040543,123.73949399366393,233.46278710788923
2024-04-15 12:00:00,65860.12,66144.03,65797.73,66131.31,439.48162,65780.727,66183.40938496086,43.226781461806176,106.24432966174209,208.0190956186598
2024-04-15 12:15:00,66131.32,66166.65,65883.26,66022.06,272.33091,65787.9314,66168.04277686935,42.532626634147746,82.61143077306042,182.93756264953996
2024-04-15 12:30:00,66022.07,66243.12,65900.0,66105.73,389.46295,65795.7906,66162.10822669131,45.840027980894135,69.82871590844297,160.31579330132055
2024-04-15 12:45:00,66105.74,66164.2,65992.75,66028.17,196.80791,65806.56659999999,66149.35220510166,29.73685594802879,52.830877015556325,138.81881004416772
2024-04-15 13:00:00,66028.17,66240.44,65904.25,66156.45,318.14174,65817.0836,66150.02818556817,32.43144123579644,49.144582988199545,120.88396463297408
2024-04-15 13:15:00,66156.45,66257.0,66025.9,66150.0,241.76382,65830.379,66150.02550122835,35.27049422702663,45.18187874466821,105.7435474553129
2024-04-15 13:30:00,66149.99,66267.14,65809.13,66228.97,556.03156,65847.2192,66157.54402492088,39.45773694842017,47.861903867305955,94.16721873771152
2024-04-15 13:45:00,66228.97,66399.0,65684.65,65865.77,815.87223,65853.07519999999,66129.75602254746,32.97381014724479,20.442984474881086,79.42237188514544
2024-04-15 14:00:00,65865.78,65977.0,65178.75,65205.43,971.84956,65849.5236,66041.72497278104,23.174537733709954,-53.94873851889861,52.74814980433663
2024-04-15 14:15:00,65205.43,65557.0,65149.25,65359.21,789.92309,65851.1954,65976.72354680189,28.205411070354955,-99.35070110925881,22.328379621617543
2024-04-15 14:30:00,65359.21,65457.0,64700.02,64848.18,1073.9326,65845.3566,65869.24320901124,25.2639714289748,-174.555763524957,-17.048449007697368
2024-04-15 14:45:00,64848.17,64921.92,64183.99,64235.24,1812.05583,65825.76939999999,65713.62385577208,21.09784597974179,-280.3833678275623,-69.71543277167036
2024-04-15 15:00:00,64235.25,64512.86,63810.0,64509.2,1506.69965,65814.464,65598.91682188903,28.521909009966805,-338.2471219925428,-123.42177061584486
2024-04-15 15:15:00,64509.2,64792.88,64342.9,64656.65,808.4362,65805.0022,65509.17712456627,32.699169366919094,-367.9649109025049,-172.3303986731769
2024-04-15 15:30:00,64656.66,64705.58,64300.0,64332.79,852.3645,65787.6584,65397.140255559956,24.530551669055242,-412.8897322889243,-220.44226539632638
2024-04-15 15:45:00,64332.79,64673.21,64306.39,64568.81,852.62486,65774.5132,65318.25165979234,30.133342082454973,-424.55413955989206,-261.2646402290395
2024-04-15 16:00:00,64568.8,64868.28,64462.19,64537.02,575.93472,65758.7854,65243.84864457403,28.24638135360533,-431.3906507885913,-295.2898423409499
2024-04-15 16:15:00,64537.02,64587.86,64049.56,64114.74,763.9401,65738.3164,65136.31448794793,25.78151303049097,-465.5169128533744,-329.3352564434348
